"file_id"	"cases.samples.submitter_id"
"ce839333-0e6d-4c0c-9ca6-37fe285d06b0"	"TCGA-AN-A04C-01A"
"c5f0870e-e501-4318-967a-c0bd9e4507b5"	"TCGA-A2-A25D-01A"
"61ad0d1d-68f7-484f-a82f-7d2ce6423e85"	"TCGA-C8-A273-01A"
"eecc962a-d893-4d27-a9f9-b61528e0ac78"	"TCGA-C8-A131-01A"
"7dbf1ed2-8130-46cb-b77c-c42a38d04634"	"TCGA-BH-A0BW-11A"
"79d82923-e55c-4aaa-a271-18bd8ca7947d"	"TCGA-AC-A2QI-01A"
"56b4df2c-399f-4389-ad00-a0b510940a80"	"TCGA-A7-A6VX-01A"
"362b6b82-8fa3-44d8-9881-7010559425b5"	"TCGA-C8-A274-01A"
"fc400192-2d12-4b3a-9571-1d60a708eac0"	"TCGA-AR-A2LO-01A"
"f4f67bf7-5383-441b-b654-f505e1714e6b"	"TCGA-BH-A0DG-11A"
"433ebcbd-716b-4c5f-b281-cf5774e40dbe"	"TCGA-AO-A0J8-01A"
"05b99690-3796-4b4a-9be3-41b8a4953358"	"TCGA-OK-A5Q2-01A"
"0fb8ff6a-390c-4ebd-8c19-8f2e45db6909"	"TCGA-D8-A1XV-01A"
"f3be1241-307c-4f15-b213-8af0c6dfbcec"	"TCGA-AR-A2LL-01A"
"47d516d0-c7d6-4ff1-b8df-d169ebf228e9"	"TCGA-A2-A04X-01A"
"5d86d6c7-d15d-41db-b546-e9c26b63b8d5"	"TCGA-C8-A8HQ-01A"
"2a6daed5-7dd0-4448-8d26-beef7626fa1c"	"TCGA-E9-A1N9-01A"
"b2726fd0-2939-49cf-a398-d31acd42b53a"	"TCGA-BH-A0B1-01A"
"bf29effd-5d1f-4af3-95b4-e828daa919e7"	"TCGA-D8-A1XW-01A"
"79504845-30d6-46ba-8dec-6bd47b7a7e16"	"TCGA-GM-A2D9-01A"
"dab2f5d0-709a-429e-a031-c7ff8f2ad959"	"TCGA-E2-A15D-01A"
"4d908713-816b-4dbf-886e-1c6a9efe5b4a"	"TCGA-OL-A5D6-01A"
"0e05d5f0-3b43-43cc-a590-224fa26844bb"	"TCGA-59-2363-01A"
"dad181c4-8fbe-4253-80d0-c12377a6c4b1"	"TCGA-23-1123-01A"
"9fa17a80-c3fb-4653-a761-d15eb9ba39d6"	"TCGA-24-2036-01A"
"b97bfb53-8809-45f7-8f4f-09c1362311ba"	"TCGA-30-1866-01A"
"86d8cea3-e351-4787-b04c-0d37e74d428b"	"TCGA-13-0887-01A"
"b27fcadc-4dc0-4ab2-ae35-80979193af5a"	"TCGA-24-2035-01A"
"e2d47640-8565-4383-b2dd-0d3e2762e3da"	"TCGA-24-1417-01A"
"37749641-ecf5-44c8-a82e-1bd4f532e8e7"	"TCGA-24-2290-01A"
"9b6bed64-e5f0-4f92-821d-ba392ac7afed"	"TCGA-13-1499-01A"
"965d50dd-64c4-4a03-8ab2-cc735dcb9882"	"TCGA-24-1567-01A"
"64d1a924-e885-4d38-88b1-f5bca111a263"	"TCGA-24-2033-01A"
"a60c09c8-8bed-49a6-a2da-4203b94f5d6d"	"TCGA-AR-A1AM-01A"
"6ae5ffc6-363c-4840-a4b5-d2c03eb411b8"	"TCGA-BH-A0DZ-01A"
"59dee04a-f428-44d3-ae59-686adb65e543"	"TCGA-GM-A2DA-01A"
"3efc6def-8344-46c9-b8d8-ae4207c452a4"	"TCGA-AO-A12F-01A"
"ca14cefb-2742-47bb-a9ee-227b56eaa84f"	"TCGA-A7-A26J-01A"
"b3907b57-f01a-4f16-b8fd-76e2bfb85ef7"	"TCGA-CJ-5675-01A"
"e63ebc9c-5e7d-4373-9bd7-1ec88cff9803"	"TCGA-B0-4697-01A"
"17097dc0-c3db-4340-b62b-9567842d5594"	"TCGA-CZ-4859-01A"
"f0e6f95e-72f0-4b82-b969-2fc6061c1e8c"	"TCGA-CJ-6031-01A"
"385260b5-e329-47bc-bac1-465437c0e549"	"TCGA-CJ-5678-01A"
"3728ff02-bd6c-46c2-b16f-20355f54a9c5"	"TCGA-CW-5585-01A"
"b402aa4c-5ad0-487a-9843-e0ce5f895bce"	"TCGA-B2-4098-01A"
"2b9db4c7-61dd-417e-93bb-dd20bde68c23"	"TCGA-BH-A18J-01A"
"c15775a5-4005-4043-a390-84047f28c383"	"TCGA-E9-A1N6-01A"
"7184cee6-7d17-4791-a2dd-329ed64a9b81"	"TCGA-D8-A1XD-01A"
"98bb8ea9-025e-40cd-a21e-3a9dd478ef23"	"TCGA-BH-A18G-01A"
"059cbc4b-91ff-4dc6-8509-8f073ba1919b"	"TCGA-A8-A0A2-01A"
"f0ab87a4-2ba1-48a6-ac12-b82c9a28d72b"	"TCGA-A7-A0CE-11A"
"922bfa9e-e605-4454-b764-17e5f5eeba90"	"TCGA-BH-A0H9-11A"
"7488ed84-db28-4bb4-bb2f-1d4ee1b6ce19"	"TCGA-BH-A0W4-01A"
"1c36bec6-b398-44ba-832c-13269e659027"	"TCGA-E9-A1R5-01A"
"36e5350a-c979-461f-9350-10869831e887"	"TCGA-EY-A1GX-01A"
"01ba4cdb-a8ea-4b00-bb46-319bd37d1bd8"	"TCGA-D1-A16X-01A"
"2f19ffdb-1c63-48cd-814e-835f482858c5"	"TCGA-AJ-A2QL-01A"
"8337234e-fb1b-4ac9-8873-3ba5f4541067"	"TCGA-B5-A11P-01B"
"b74c13d9-b6bc-4dfb-a8b9-15745370342d"	"TCGA-AJ-A2QL-11A"
"e158e275-f8f8-43c5-8442-80a7f55003d8"	"TCGA-BK-A6W4-01A"
"811d1a2d-80f2-4f7b-87b7-9e8d9c552883"	"TCGA-EY-A2ON-01A"
"174fb435-5c7e-4be0-be25-5c08459e3030"	"TCGA-B5-A11S-01A"
"c229857b-f1d4-4e58-88c9-ff591ab7905d"	"TCGA-AJ-A3NE-01A"
"d2ac199e-5050-4993-a0a8-6097435a4f0a"	"TCGA-B5-A11H-01A"
"bcba1143-771e-46f0-9c3c-033b02581a09"	"TCGA-FI-A2EX-01A"
"df9a2606-0177-4871-a38d-ab318dbfbfac"	"TCGA-AX-A3G7-01A"
"9254932b-704a-4c2b-8869-ea66b1a2eb70"	"TCGA-FI-A2CX-01A"
"f1f2aa98-49f0-4f96-9061-add8beb9df23"	"TCGA-D1-A0ZS-01A"
"7992dfde-6526-44a1-82fa-330a1339d3bc"	"TCGA-AP-A1DO-01A"
"52d45f19-8bf9-4584-8f1d-0eb2170b7b62"	"TCGA-D1-A1NS-01A"
"671d01f9-aa9d-46a5-a947-cfd8f32db077"	"TCGA-D1-A1NZ-01A"
"115fcc56-917f-4f32-8901-fc34180e3816"	"TCGA-BK-A0CC-01B"
"48b73274-4c08-499c-9dd6-661c5511c37c"	"TCGA-BG-A0VX-01A"
"51e8367a-2d0c-450c-94a2-e98a56fd26d3"	"TCGA-AX-A0IZ-01A"
"f1e161d6-3eac-48dd-ae2e-72b78b0f0c0b"	"TCGA-AX-A3G3-01A"
"db4bfae9-7a6b-4f3d-8e83-3433e2d9e6d1"	"TCGA-AX-A2H2-01A"
"5a00e864-b8c0-42a8-a2f3-5c7af4b1bdba"	"TCGA-D1-A1NY-01A"
"fa835003-9f08-4122-bbbe-ff0c14180776"	"TCGA-AP-A0LP-01A"
"dffa9cec-3fd8-4d8f-b226-1cce17ff537f"	"TCGA-D8-A141-01A"
"6e9c7b1c-6d96-4405-aaf5-7a6a269a7ae7"	"TCGA-A8-A09I-01A"
"5288f8f4-f6db-46e7-8fac-a62a6d15babf"	"TCGA-EW-A1PA-01A"
"bd47b547-3454-4ffd-83fc-baa22406ab27"	"TCGA-AC-A3YJ-01A"
"fa56e9db-9610-44b6-a58c-9dc12c4c7e41"	"TCGA-AC-A2FF-11A"
"cf9b91ce-db8f-4900-bd04-d73f68cc3eeb"	"TCGA-BH-A0DH-01A"
"51a7b621-b1ea-44de-9b6e-4e75cefebc9f"	"TCGA-E2-A15J-01A"
"21896cbf-a16e-4dae-a7e6-f713ee2075fa"	"TCGA-E2-A106-01A"
"003bf5f9-48dd-4910-9f87-21409e9e258d"	"TCGA-D8-A1JG-01B"
"9c5448d7-4786-4ac8-a5e5-8102c9d9b23a"	"TCGA-AC-A8OS-01A"
"805c6aca-1101-4462-b31a-11222d9c991e"	"TCGA-E9-A1RI-11A"
"986634fc-f014-4e47-a43c-a06a74448a8f"	"TCGA-BH-A18Q-11A"
"7b2c0f29-79d9-4f7f-be6e-115e43d77420"	"TCGA-AR-A24H-01A"
"f6d3d770-157b-479b-a5cc-56e174dda026"	"TCGA-D8-A1Y0-01A"
"e791ffdc-8b01-4727-bae6-a21c787b2ebd"	"TCGA-A2-A0YM-01A"
"b62b49f1-2632-4c6a-ba9b-d164110b5238"	"TCGA-AO-A0JM-01A"
"a40b3279-5f28-4d2f-8978-222f99955f9c"	"TCGA-AR-A5QQ-01A"
"20ebbc04-f579-43e7-ac9e-baac658ef603"	"TCGA-BH-A0DS-01A"
"123afada-431b-4124-a036-56938a81b6cd"	"TCGA-E9-A1NC-01A"
"9f099f1b-0395-4e1d-8169-4d7225b4a49c"	"TCGA-AR-A1AI-01A"
"c6124e2b-bb14-4774-a348-5e3bafe3e608"	"TCGA-E2-A152-01A"
"7e908ef8-8064-445f-9cec-4b3c7b583f2a"	"TCGA-A8-A09W-01A"
"8a325751-e9bd-41c4-bf59-e9ab43ff1958"	"TCGA-E9-A1NF-01A"
"5f2f53ed-65ed-4526-8406-ba3f6c5b6e24"	"TCGA-A8-A099-01A"
"44a976ac-d7da-447b-8566-280efd4a1005"	"TCGA-A2-A04T-01A"
"63af2827-c09f-4410-9543-1f97c25e3f00"	"TCGA-E2-A150-01A"
"820fc681-96a8-47d3-a0ce-b2b6f45202b4"	"TCGA-D8-A27T-01A"
"98f79f4c-a53e-4a83-8778-430d81698e66"	"TCGA-BH-A0H6-01A"
"a5723da6-562d-4a12-ba00-6c079e2475d7"	"TCGA-24-1616-01A"
"42840735-5f46-4d58-a858-8715180e17a5"	"TCGA-29-1701-01A"
"49b75124-9717-4a73-a87b-17454673d9c5"	"TCGA-FU-A3TQ-01A"
"23d98443-4991-4df1-96d3-6590df3ce90c"	"TCGA-NC-A5HP-01A"
"e678a34d-5dd9-4dd2-9e0e-431baaa5f843"	"TCGA-68-A59J-01A"
"a8aaf4ef-761a-493f-8356-5d795a4f21e8"	"TCGA-77-A5GB-01B"
"29a00c22-f407-4d1f-82c0-dcf2b055a422"	"TCGA-18-5595-01A"
"7809d569-9edf-47f4-b428-d7f1d279bc6b"	"TCGA-85-8479-01A"
"aeac9dcd-462b-4716-a98e-e043283a4517"	"TCGA-77-7140-01A"
"45507be7-3727-45c1-9b15-229709d2df98"	"TCGA-60-2721-01A"
"a3cadb91-e1ed-478e-854a-e0fcb94e787a"	"TCGA-60-2722-01A"
"6f112f77-3ac1-4923-8848-a7f65114ad0b"	"TCGA-90-A59Q-01A"
"1003eef4-f303-4c6b-94a1-9294f984e7ca"	"TCGA-85-8355-01A"
"6f523e32-84d5-4d88-9ef6-24d766b850b2"	"TCGA-68-7755-01A"
"3a254ee8-efda-4f5e-9bd8-ad207e1f74b7"	"TCGA-33-4587-11A"
"371219dc-17e1-4b20-a897-00f16a0ba1a9"	"TCGA-WE-A8ZT-06A"
"32204690-9389-44c8-8a46-5cd93ce4fe6f"	"TCGA-FS-A1ZF-06A"
"737e376a-ad6a-4835-85db-971f081729bf"	"TCGA-FS-A1ZA-06A"
"951c8491-fa33-425f-975f-716a17f17e8c"	"TCGA-CV-A45V-01A"
"2cff43fa-34b4-46f0-95ad-62e6fcc553d5"	"TCGA-CQ-5326-01A"
"43e4ade8-6a29-4597-8d26-e55c313f1a49"	"TCGA-BB-A5HU-01A"
"2f2855cc-282b-491c-961b-7ed699ff1a5b"	"TCGA-AC-A7VC-01A"
"11fce91a-c0fb-490b-9d68-60394712bcdb"	"TCGA-AR-A1AO-01A"
"610d35a6-4a56-4832-8866-16cc6a363c1d"	"TCGA-E9-A1RC-11A"
"2eb53fc1-6c76-4637-9cfc-116dacf91e21"	"TCGA-A7-A3IZ-01A"
"57bba7f0-872b-44b6-afae-5cefcd98cdda"	"TCGA-BH-A1EO-11A"
"3095c826-c71f-410a-97cf-2743809e398f"	"TCGA-BH-A1F2-01A"
"3dda50e2-5e6f-4e35-8137-7abbd7759202"	"TCGA-LL-A8F5-01A"
"7f4af9b2-6a6a-400a-bfa7-32547c2a61b6"	"TCGA-BH-A1FG-11B"
"6f5fe013-65c9-45de-a559-a136548cdcd7"	"TCGA-BH-A1FN-01A"
"1eabb62c-b3ea-4c27-9004-b79eb6749c44"	"TCGA-4H-AAAK-01A"
"fb07f15a-efcd-4757-b84c-ec28c0b579a3"	"TCGA-EW-A1OZ-01A"
"d0061ed1-55ca-4b0b-8ad4-1cc9b647b99f"	"TCGA-GM-A3NY-01A"
"a479e796-26c0-474d-af84-ad603ff421a5"	"TCGA-BH-A0HU-01A"
"8265c002-8c7c-4c21-9aa5-b32d4d186be1"	"TCGA-A8-A06O-01A"
"53e2c23a-055c-4a95-ac6d-baf6cdc7c6a3"	"TCGA-BH-A0B3-11B"
"41ae9aa2-62cf-42dd-be36-6a748a5e3d0c"	"TCGA-B6-A0IP-01A"
"1a802dc8-d69c-4881-a22e-03661b13c704"	"TCGA-BH-A0GY-01A"
"844611e9-93f5-4c06-ad19-713e077906ce"	"TCGA-E2-A15K-01A"
"cf44f8e0-723a-4a8c-8b23-8cfb8b3347c3"	"TCGA-D8-A1JE-01A"
"279f9e2a-4353-49fa-91a2-8e43eeda357c"	"TCGA-BH-A0C1-01B"
"0776f2f4-442f-404a-b77b-8881b28d23c7"	"TCGA-A1-A0SH-01A"
"40bd3ba1-f579-4cf3-9b3b-8699cc88c604"	"TCGA-24-2297-01A"
"31885347-c10f-47dc-a44c-8a0808309aa2"	"TCGA-24-2023-01A"
"94246a24-e657-4d42-a4dd-a297f97a784c"	"TCGA-36-1577-01A"
"cfbdd78a-6860-435d-9f91-3cbaf87b65a7"	"TCGA-CV-7177-01A"
"200b1454-b19f-4f8e-a209-2ea9b02929ef"	"TCGA-CV-6960-11A"
"21c69fc0-171e-43a3-a08d-d59ca63d1dce"	"TCGA-BA-4078-01A"
"9fea13bf-6b7d-4d09-9a0e-8d94a3592ba2"	"TCGA-CV-7097-01A"
"3832885e-8f66-416b-ab8a-7d319672f655"	"TCGA-CR-6467-01A"
"9dee1197-9e8f-4194-b2b2-a4d92b605a19"	"TCGA-DQ-5629-01A"
"ada5d0f6-216c-4597-ae54-278b43cea80c"	"TCGA-BB-4223-01A"
"39df0d2e-148b-42d7-a966-e3a3869cf648"	"TCGA-CV-7415-01A"
"884e69b8-5335-4902-9097-1173b6b9777e"	"TCGA-CN-A63U-01A"
"3d921f92-fd68-4997-8799-4b466227ea83"	"TCGA-DJ-A2PX-01A"
"8775f712-4bf7-4ed0-8782-6f3a423ee1b7"	"TCGA-EM-A1YD-01A"
"51066652-2a30-46cb-8203-09a21c008f8c"	"TCGA-BJ-A45F-01A"
"1e6fa4a8-e289-42f1-8d96-3a1c92c7aa7f"	"TCGA-EL-A3T7-01A"
"83ebc324-105b-47ce-a25c-396d6ddc1951"	"TCGA-EM-A2P1-06A"
"99892a9f-2c52-495f-a7ef-8021668dc667"	"TCGA-BJ-A2N8-11A"
"976998a9-e246-42d4-9ebf-c24628ea5fc2"	"TCGA-DJ-A3VB-01A"
"f390736c-6c05-417a-aabb-5b497cd0ef2b"	"TCGA-DJ-A3UK-01A"
"ac4f0dc9-a205-4b2f-ba6c-5fafcc1a6145"	"TCGA-ET-A3BV-01A"
"54c1eb3d-9c72-428d-a991-1705f8619806"	"TCGA-DJ-A4UW-01A"
"03ad3e84-c68b-4445-8b53-1c9cfaa00a1c"	"TCGA-ET-A25L-01A"
"f14eb3a7-62e2-412b-a953-a328d1bb1707"	"TCGA-E8-A437-01A"
"0c32363d-65a7-4a43-9280-c3a921c0bd63"	"TCGA-EM-A22M-01A"
"dc4f6254-24a6-4285-b02c-b89e6627af79"	"TCGA-EL-A3CR-01A"
"d6a777f0-cdf2-420c-8adf-8574b00d8f45"	"TCGA-FY-A4B0-01A"
"c626064c-f7ec-4d4f-bc27-2474b0355ee8"	"TCGA-ET-A2N5-01A"
"9ece6ba6-a230-4189-8aab-f1655a6baccc"	"TCGA-CE-A483-01A"
"b6d32bfd-b3a9-4e78-ae4a-92d435139100"	"TCGA-IM-A3ED-01A"
"6b1ad78e-5128-46fb-8b75-d17c65bab720"	"TCGA-EL-A4K7-01A"
"046f3bd9-e8fe-40ae-964b-8f7e44995e43"	"TCGA-E8-A418-01A"
"8e840d9d-2c00-48ce-be6e-e8c50c7cba61"	"TCGA-ET-A39L-01A"
"01c5fa2e-d8b7-43f3-94a5-503c7d88d155"	"TCGA-FE-A3PA-01A"
"fd1d099f-f19b-4e35-a4dc-b003703741a3"	"TCGA-EL-A3TA-01A"
"e3958e19-abc3-42e7-b0de-d73883c89ed1"	"TCGA-MK-A4N7-01A"
"00f140bf-74ab-48ad-b070-b9431436acdd"	"TCGA-H2-A3RH-01A"
"009cf740-4409-4690-9a67-abad9b0a3630"	"TCGA-EL-A3TA-11A"
"da5688e9-0169-44a9-a75f-334c61dcd1ec"	"TCGA-BJ-A3PR-01A"
"6e9e2ea5-552a-46c8-ac6d-39504ca18e9b"	"TCGA-EL-A3GQ-01A"
"1da3182a-b2ae-451b-ab05-239c877b382f"	"TCGA-BJ-A3PU-11A"
"f30d09e5-19d3-4b2b-b321-ade80c1494d9"	"TCGA-EL-A3ZR-11A"
"53455abe-2f7f-4e5f-b592-1901dd1162a0"	"TCGA-FY-A3R6-01A"
"55674607-d6cb-4d5a-9fc4-32a45b634730"	"TCGA-CE-A482-01A"
"ac47e067-73ff-4d7d-8891-dad6f0567fb9"	"TCGA-EJ-8469-01A"
"b586c910-514a-4bf4-b757-da1661d8c07c"	"TCGA-G9-6384-11A"
"0bd7e37d-f065-4523-b36e-6651cf83973a"	"TCGA-FC-A5OB-01A"
"f7c30b6f-dc4b-46a9-94d5-458802b88f94"	"TCGA-EJ-7788-01A"
"f71e2659-6e75-4406-bb02-0f34142c9442"	"TCGA-V1-A9ZI-01A"
"96fba8a8-2766-4c2d-8876-eb306873a09b"	"TCGA-HC-7740-01A"
"b608d89f-91eb-4de0-8549-af5e32ab5a5b"	"TCGA-EJ-7794-11A"
"9954a2d5-9792-4614-8c10-23c258148c14"	"TCGA-G9-6362-11A"
"5647f2e0-7585-40b8-b42e-546dc372e613"	"TCGA-J4-A83I-01A"
"948ef193-23bd-4c27-a6e9-6192a00bd4a6"	"TCGA-KK-A7AP-01A"
"add4ae52-edb6-4dd8-b0b9-d2e2eb5f54c3"	"TCGA-KK-A6E4-01A"
"7c176bc3-43b0-4b51-b8a4-96d988b91cbf"	"TCGA-EJ-AB27-01A"
"10225ce8-23c3-40fa-b717-e1a4295b10c7"	"TCGA-QU-A6IL-01A"
"ee96eba2-6188-4ded-a997-988e027116b5"	"TCGA-KK-A8I6-01A"
"5ffbc578-c07b-44fd-b047-ec56fc57bfe0"	"TCGA-2A-A8VV-01A"
"3888d6d5-504d-4f8e-b068-ecf21b8a6431"	"TCGA-VN-A88I-01A"
"de99e081-dfbb-4782-9ff1-07198f504400"	"TCGA-HC-7745-11A"
"f6c8ded9-5a2f-49b9-a021-b933b2f4f9f6"	"TCGA-2A-A8VX-01A"
"a009300e-eb1e-4b22-a330-9b7181dd2f7b"	"TCGA-EJ-A8FN-01A"
"d2f8d92b-79c5-4e30-94b3-29ac52b19a48"	"TCGA-HC-8260-01A"
"29155f07-f7cb-4f32-a0fc-71ddbb97893f"	"TCGA-G9-6379-01A"
"f05ed232-0fa6-4a58-b2e7-65b78ceffdbf"	"TCGA-G9-6347-01A"
"165fb82f-8681-4851-8417-06f87c52a8dd"	"TCGA-62-8394-01A"
"cbd4b02e-418b-41a4-a451-6b4539d430f7"	"TCGA-49-4507-01A"
"b12d042a-970a-47d7-bd1a-ac458c1e6c91"	"TCGA-73-4676-11A"
"5cde4d6f-8978-406f-a827-3f7bc6380360"	"TCGA-55-A493-01A"
"41f222be-f800-48e0-a1d8-ee9c280ff69d"	"TCGA-NJ-A4YI-01A"
"c7f6776f-63c0-4550-8c7c-d1290d5bed65"	"TCGA-86-6851-01A"
"dceb23b2-7a1c-4618-9a39-cce1aa9c58d8"	"TCGA-MP-A4SY-01A"
"bae2e803-d5b4-4046-a1b3-0de6b4ee91de"	"TCGA-75-7030-01A"
"932dd557-b862-4ebd-b34c-e5374e8bcb9d"	"TCGA-97-A4M0-01A"
"d5bf18fb-55cd-414d-b500-5801b37d5bb7"	"TCGA-73-4677-01A"
"7a49ec75-d35b-476f-86ba-c46a2da17639"	"TCGA-50-6591-01A"
"ceae4f6f-0840-4bf5-bdc5-0e23fa961491"	"TCGA-MP-A4T7-01A"
"a74e9c1a-6641-44f1-b9f0-07110123facc"	"TCGA-44-7660-01A"
"fa9f462d-b504-456b-9525-856caec2534c"	"TCGA-95-7944-01A"
"4f560c54-6b97-463d-a74a-ab5f257e6ac1"	"TCGA-69-8254-01A"
"156acd96-fb20-4083-ace0-db465133670c"	"TCGA-05-4417-01A"
"95647bf4-58d5-47b9-9b52-156a677fea4a"	"TCGA-55-8089-01A"
"d0e7ab8d-4934-43e1-838c-049281ef1857"	"TCGA-44-3398-01A"
"567ffbb9-535c-4bd4-8ad9-a118c4d81b02"	"TCGA-55-8511-01A"
"42207089-f2e7-438c-960b-6e6e11f712ce"	"TCGA-44-5643-01A"
"eccdb9f2-7144-4223-bc12-e8ba0dba662d"	"TCGA-50-5936-11A"
"9efabbed-77ae-447e-a0cf-8773eca9efac"	"TCGA-93-8067-01A"
"26e6ba99-6fe5-4a35-a1f3-4a54d1e9ffc9"	"TCGA-L9-A443-01A"
"d0ffa6e8-f0b7-4d30-bd8f-6f22f7c9f146"	"TCGA-97-A4M6-01A"
"6d658e6f-2e68-4a19-b610-96c802ae2d9a"	"TCGA-78-8640-01A"
"116cebc0-53b8-442e-841d-a8406f28eb7a"	"TCGA-50-5066-01A"
"380bd1cc-8e55-4534-8543-ff869eec6ef4"	"TCGA-99-8033-01A"
"66e7ba1c-972e-41fd-a3ab-1dc2c5b334d7"	"TCGA-CV-7416-11A"
"971a63a0-7dfc-4682-9b75-b8a670b2d4ea"	"TCGA-QK-A6IG-01A"
"3e57e2ff-5446-427e-9075-2d78bd8722ae"	"TCGA-CV-7101-11A"
"5f838159-762a-4f12-8476-9657b3991d99"	"TCGA-UF-A7J9-01A"
"a7a955ed-06cb-4da0-afc6-8c062d9bae33"	"TCGA-BJ-A45D-01A"
"469a5899-b3a8-4b48-94e2-0d823d9681ba"	"TCGA-BH-A0H7-01A"
"5eeeb12c-580b-4135-b399-b0fb9d48a41b"	"TCGA-36-1574-01A"
"1a24a967-64c4-41d2-932f-5379aa291c5d"	"TCGA-13-0923-01A"
"f3750e3e-24c8-4bd4-97bf-a95cf0bacdf8"	"TCGA-09-1659-01B"
"f0992996-dc78-4c39-8e20-f6809a7050e5"	"TCGA-13-1404-01A"
"ae596b2e-39b4-4ed8-bd1b-19a7abfdf243"	"TCGA-E2-A576-01A"
"925c5a67-ec93-4a9e-8c99-c920a3ac0914"	"TCGA-A2-A4RY-01A"
"8b1a685c-0256-489c-a3b6-152d68a6ae7f"	"TCGA-EW-A2FW-01A"
"2b6044b5-5518-4974-a0de-83a9d050c7bc"	"TCGA-B6-A0IG-01A"
"6b86718b-d8be-4a7c-8b48-06ac507cabae"	"TCGA-EL-A3CU-01A"
"93550e9b-6b44-44c4-b55c-83bcc7b6833c"	"TCGA-EL-A3CV-01A"
"2b253d79-d2ec-4551-8a60-ae63eba81647"	"TCGA-EM-A1YC-01A"
"a5388bdc-e538-4011-9950-da9e430a5647"	"TCGA-FY-A3TY-11A"
"51f43b59-f138-4609-bd81-d367e096943f"	"TCGA-DJ-A2Q6-01A"
"37fa8e48-b487-495a-b043-9066ad88df31"	"TCGA-EM-A1CU-01A"
"fa639d1d-5fb4-4856-bff2-64d2e66aec15"	"TCGA-EM-A3AI-01A"
"062d8713-d199-484a-8711-244d83c3ffb4"	"TCGA-DJ-A3V7-01A"
"3f02a2e8-19ca-4f67-822e-dd2ae06ab2d2"	"TCGA-ET-A39S-01A"
"e8f7ea91-20aa-431e-8832-6bf1054de54d"	"TCGA-EL-A3T3-11A"
"614f3f65-1acf-4f51-bf56-cd71f09d9dbf"	"TCGA-MK-A84Z-01A"
"cf2af076-2fcf-452c-9560-271c96d8d21c"	"TCGA-EM-A1CT-01A"
"eddbb612-0c7a-47b3-a1c0-d2aa0acc2659"	"TCGA-FY-A4B3-01A"
"429fec74-f480-47c8-a21b-e56b4e773b8b"	"TCGA-ET-A3DP-11A"
"a8d276f0-ec8f-4dd3-8c6a-5d3c3c5cee7f"	"TCGA-BJ-A290-11A"
"70f88006-772b-4682-837f-7b59c42a5de5"	"TCGA-B6-A0IO-01A"
"264ed26f-2f34-459b-8b1a-7fa6892e8d4f"	"TCGA-61-2003-01A"
"28eb1a82-33ae-4024-b50e-990c083c9f3d"	"TCGA-30-1860-01A"
"aae74737-8c72-4abb-aa1a-1b2d4fad53f3"	"TCGA-29-1777-01A"
"f111b60c-ab96-4cff-af79-66781e48e97e"	"TCGA-23-1026-01B"
"398df99e-ef51-443e-885d-d1754b8db466"	"TCGA-29-1785-01A"
"4099b89d-e41d-4541-999a-193558588e9e"	"TCGA-61-2097-01A"
"1efd0316-7796-496b-ba89-13d43de804aa"	"TCGA-13-1489-02A"
"984e407e-9c35-41ec-abcb-2353259800d4"	"TCGA-13-0888-01A"
"a3f62c30-57cd-4af1-89ea-597463fa81d5"	"TCGA-24-2281-01A"
"5d4fd248-08af-4aa6-afa0-0ea0998e5d3e"	"TCGA-13-1507-01A"
"b9d76f40-a46a-4af1-b6fb-e52a7ce8e2bb"	"TCGA-13-1407-01A"
"7c303319-e9ac-452c-b9b3-d46360add8f7"	"TCGA-DJ-A4UQ-01A"
"c2f0463d-090c-4e01-a350-c66959872882"	"TCGA-EL-A3D1-01A"
"12755a83-4c5d-402e-995f-a2bb7f2d20be"	"TCGA-FY-A40K-01A"
"0053adcb-4ffa-4828-8306-13bc39abaee0"	"TCGA-DJ-A13L-01A"
"afe33be6-cd0a-4fa7-8f25-4e5c5ce8fb55"	"TCGA-EM-A4FV-01A"
"42802649-ccd0-4908-8524-535820b85cbb"	"TCGA-FY-A3I4-01A"
"a98a0e30-5a5a-4c2f-9f88-2647b5cd9094"	"TCGA-FE-A3PB-01A"
"629e098b-2268-40d8-bcb7-972554d2c6aa"	"TCGA-BJ-A0ZF-01A"
"4d5f9cc7-5192-4df1-a7df-734f9477da25"	"TCGA-EM-A4FF-01A"
"e64c9d24-2cb8-4090-a5e2-479cf3e7c7a7"	"TCGA-FY-A3NP-01A"
"097ccf1b-5dc9-4166-8ee7-9e179c1dcf7f"	"TCGA-BH-A18L-11A"
"3a1280e7-4abe-4d86-866e-b0f3fdf6f5cc"	"TCGA-AN-A0AK-01A"
"7fe80e4a-fe5b-4045-8dea-6f889ef28a75"	"TCGA-AN-A041-01A"
"497138e0-b4e9-4c3c-bd56-ae2d8ed00a0b"	"TCGA-E2-A15L-01A"
"af468487-39bf-4edd-a5f6-e0cb59f242b8"	"TCGA-A2-A25C-01A"
"ddc7dc48-36c8-40fa-9a2b-469ecadf6023"	"TCGA-A8-A0A7-01A"
"e4d53601-071d-4528-9deb-98d3903cb8b2"	"TCGA-AR-A0U3-01A"
"e91c1fe1-928b-4597-b409-d30d404eb714"	"TCGA-EW-A1PB-01A"
"1c3f7dc5-d3ca-44fa-80f2-f6c07a256ee0"	"TCGA-OL-A66K-01A"
